name,assignment_id,Class,dataset,rscore,rscore2,Rscore,x,y,farea,fprop,cntry,year,label_group,usage,label,image
ZM2138503,1416.0,2,v2.0.0,,,0.8117408906882592,27.8015,-16.0325,16.535538992754557,0.9054328762755102,ZM,2020,3,train,3cl/v2-0-0/labels/ZM2138503_1416_2020-07.tif,3cl/v2-0-0/images/ZM2138503_2020-07.tif
ZM2393618,1430.0,2,v2.0.0,0.0,0.0,0.6625,26.1565,-17.0575,1.3787038198425945,0.8863998724489796,ZM,2019,3,train,3cl/v2-0-0/labels/ZM2393618_1430_2019-08.tif,3cl/v2-0-0/images/ZM2393618_2019-08.tif
ZM2291592,1423.0,2,v2.0.0,,,0.6625,26.2565,-16.6025,0.8298569378718818,0.6134008290816326,ZM,2018,3,train,3cl/v2-0-0/labels/ZM2291592_1423_2018-08.tif,3cl/v2-0-0/images/ZM2291592_2018-08.tif
ZM2361762,1674.0,2,v2.0.0,,,0.6941747572815534,27.6815,-16.9025,1.9457200155248864,0.3752590880102041,ZM,2018,3,train,3cl/v2-0-0/labels/ZM2361762_1674_2018-08.tif,3cl/v2-0-0/images/ZM2361762_2018-08.tif
ZM2191653,1684.0,2,v2.0.0,,,0.7282051282051282,26.5965,-16.2275,0.6807490710579711,0.8025350765306123,ZM,2017,3,train,3cl/v2-0-0/labels/ZM2191653_1684_2017-08.tif,3cl/v2-0-0/images/ZM2191653_2017-08.tif
ZM2219182,1660.0,2,v2.0.0,,,0.6941747572815534,28.8015,-16.3275,0.6742557312403612,0.3880939094387755,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2219182_1660_2022-06.tif,3cl/v2-0-0/images/ZM2219182_2022-06.tif
ZM2444677,1755.0,2,v2.0.0,,,0.6941747572815534,26.6865,-17.3225,1.4468029716726878,0.7955397,ZM,2019,3,train,3cl/v2-0-0/labels/ZM2444677_1755_2019-08.tif,3cl/v2-0-0/images/ZM2444677_2019-08.tif
ZM0258438,2096.0,2,v2.0.0,,,0.6302521008403361,32.1615,-10.1025,0.1767362618606822,0.051598374,ZM,2019,3,train,3cl/v2-0-0/labels/ZM0258438_2096_2019-08.tif,3cl/v2-0-0/images/ZM0258438_2019-08.tif
ZM0723960,2102.0,2,v2.0.0,,,0.6625,32.4615,-12.1275,1.683885600688025,0.3211296237244898,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0723960_2102_2022-01.tif,3cl/v2-0-0/images/ZM0723960_2022-01.tif
ZM0805485,2104.0,2,v2.0.0,,,0.6625,29.3115,-12.3875,1.1603595222220895,0.1874202806122449,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0805485_2104_2022-06.tif,3cl/v2-0-0/images/ZM0805485_2022-06.tif
ZM1284723,2113.0,2,v2.0.0,,,0.7282051282051282,27.5015,-13.6825,1.1472807537705365,0.4199816645408163,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1284723_2113_2021-06.tif,3cl/v2-0-0/images/ZM1284723_2021-06.tif
ZM1257710,2112.0,2,v2.0.0,,,0.6625,32.4665,-13.6175,1.5803162765784218,0.7931082589285714,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1257710_2112_2019-08.tif,3cl/v2-0-0/images/ZM1257710_2019-08.tif
ZM1299963,2114.0,2,v2.0.0,,,0.7282051282051282,27.8315,-13.7175,0.9997520483833005,0.6507095025510204,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1299963_2114_2020-07.tif,3cl/v2-0-0/images/ZM1299963_2020-07.tif
ZM1331154,2116.0,2,v2.0.0,,,0.6625,32.5215,-13.7875,2.5044963324788805,0.6200374681122449,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1331154_2116_2021-07.tif,3cl/v2-0-0/images/ZM1331154_2021-07.tif
ZM1616966,2129.0,2,v2.0.0,,,0.6625,28.8715,-14.4575,2.618668084805767,0.8282246492346939,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1616966_2129_2021-06.tif,3cl/v2-0-0/images/ZM1616966_2021-06.tif
ZM1644825,2130.0,2,v2.0.0,,,0.8303108808290155,31.4315,-14.5275,1.2059052890298845,0.8311144770408163,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1644825_2130_2019-08.tif,3cl/v2-0-0/images/ZM1644825_2019-08.tif
ZM1719447,2134.0,2,v2.0.0,,,0.8303108808290155,28.4615,-14.7275,2.1673122034317007,0.5827287946428571,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1719447_2134_2020-07.tif,3cl/v2-0-0/images/ZM1719447_2020-07.tif
ZM1840220,2136.0,2,v2.0.0,,,0.7687224669603524,26.7615,-15.0825,0.9814623991605904,0.7715640943877551,ZM,2018,3,train,3cl/v2-0-0/labels/ZM1840220_2136_2018-08.tif,3cl/v2-0-0/images/ZM1840220_2018-08.tif
ZM2196030,2145.0,2,v2.0.0,,,0.8117408906882592,28.0665,-16.2425,0.5185554797042216,0.3538942920918367,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2196030_2145_2022-06.tif,3cl/v2-0-0/images/ZM2196030_2022-06.tif
ZM2355211,2148.0,2,v2.0.0,,,0.6941747572815534,27.5515,-16.8725,0.3653600148011674,0.4344108737244898,ZM,2018,3,train,3cl/v2-0-0/labels/ZM2355211_2148_2018-08.tif,3cl/v2-0-0/images/ZM2355211_2018-08.tif
ZM1333328,2117.0,2,v2.0.0,,,0.7282051282051282,32.5515,-13.7925,0.3205129963102989,0.3675263073979591,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1333328_2117_2021-07.tif,3cl/v2-0-0/images/ZM1333328_2021-07.tif
ZM0339391,2649.0,2,v2.0.0,,,0.8117408906882592,32.9815,-10.5125,1.215410540133704,0.5962810905612245,ZM,2019,3,train,3cl/v2-0-0/labels/ZM0339391_2649_2019-08.tif,3cl/v2-0-0/images/ZM0339391_2019-08.tif
ZM0785902,2661.0,2,v2.0.0,,,0.7282051282051282,27.7915,-12.3275,0.1163685143735086,0.094009088,ZM,2020,3,train,3cl/v2-0-0/labels/ZM0785902_2661_2020-07.tif,3cl/v2-0-0/images/ZM0785902_2020-07.tif
ZM0806263,2662.0,2,v2.0.0,0.5,0.0,0.7282051282051282,33.5165,-12.3875,0.4756783399312236,0.2769650829081632,ZM,2020,3,train,3cl/v2-0-0/labels/ZM0806263_2662_2020-09.tif,3cl/v2-0-0/images/ZM0806263_2020-09.tif
ZM1136391,2668.0,2,v2.0.0,,,0.7282051282051282,25.6815,-13.3375,0.1851522189345961,0.1160913584183673,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1136391_2668_2020-07.tif,3cl/v2-0-0/images/ZM1136391_2020-07.tif
ZM1306118,2674.0,2,v2.0.0,,,0.7282051282051282,26.1065,-13.7325,0.1936344084854117,0.2222576530612245,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1306118_2674_2021-06.tif,3cl/v2-0-0/images/ZM1306118_2021-06.tif
ZM1352873,2675.0,2,v2.0.0,,,0.7282051282051282,32.2865,-13.8375,0.4714318987934729,0.4091996173469387,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1352873_2675_2020-02.tif,3cl/v2-0-0/images/ZM1352873_2020-02.tif
ZM1578837,2680.0,2,v2.0.0,,,0.7687224669603524,28.1015,-14.3625,0.7276683824950211,0.3384088010204081,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1578837_2680_2017-08.tif,3cl/v2-0-0/images/ZM1578837_2017-08.tif
ZM1398835,2677.0,2,v2.0.0,,,0.7282051282051282,32.3115,-13.9425,0.2215640834484915,0.3390864158163265,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1398835_2677_2021-09.tif,3cl/v2-0-0/images/ZM1398835_2021-09.tif
ZM1686721,2688.0,2,v2.0.0,,,0.6302521008403361,30.7315,-14.6375,0.3377278779983243,0.0859375,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1686721_2688_2020-02.tif,3cl/v2-0-0/images/ZM1686721_2020-02.tif
ZM1670488,2687.0,2,v2.0.0,,,0.7687224669603524,25.4365,-14.5975,1.1047378512501052,0.4691685267857143,ZM,2018,3,train,3cl/v2-0-0/labels/ZM1670488_2687_2018-08.tif,3cl/v2-0-0/images/ZM1670488_2018-08.tif
ZM1904934,2702.0,2,v2.0.0,,,0.7687224669603524,28.2915,-15.2775,0.6230568265536635,0.2614198022959184,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1904934_2702_2019-08.tif,3cl/v2-0-0/images/ZM1904934_2019-08.tif
ZM1904759,2701.0,2,v2.0.0,,,0.6941747572815534,27.4165,-15.2775,0.4743829472006629,0.6787507971938775,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1904759_2701_2020-07.tif,3cl/v2-0-0/images/ZM1904759_2020-07.tif
ZM2008787,2704.0,2,v2.0.0,,,0.7687224669603524,27.9815,-15.5875,3.428149247541674,0.4426618303571428,ZM,2018,3,train,3cl/v2-0-0/labels/ZM2008787_2704_2018-08.tif,3cl/v2-0-0/images/ZM2008787_2018-08.tif
ZM2438947,2713.0,2,v2.0.0,,,0.7282051282051282,25.6715,-17.2925,0.554410529,0.2682158801020408,ZM,2019,3,train,3cl/v2-0-0/labels/ZM2438947_2713_2019-08.tif,3cl/v2-0-0/images/ZM2438947_2019-08.tif
ZM0178089,3219.0,2,v2.0.0,0.0,0.0,0.7282051282051282,32.6765,-9.6725,0.2591530800617804,0.2050581951530612,ZM,2017,3,train,3cl/v2-0-0/labels/ZM0178089_3219_2017-08.tif,3cl/v2-0-0/images/ZM0178089_2017-08.tif
ZM0202925,3220.0,2,v2.0.0,,,0.7282051282051282,32.5165,-9.8075,0.065030134,0.030891263,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0202925_3220_2022-07.tif,3cl/v2-0-0/images/ZM0202925_2022-07.tif
ZM0479965,3221.0,2,v2.0.0,,,0.7282051282051282,28.9615,-11.2175,0.098094652,0.059689892,ZM,2020,3,train,3cl/v2-0-0/labels/ZM0479965_3221_2020-07.tif,3cl/v2-0-0/images/ZM0479965_2020-07.tif
ZM0837632,3225.0,2,v2.0.0,,,0.6302521008403361,27.5365,-12.4875,0.1982528035543984,0.3399433992346938,ZM,2018,3,train,3cl/v2-0-0/labels/ZM0837632_3225_2018-08.tif,3cl/v2-0-0/images/ZM0837632_2018-08.tif
ZM0919332,3226.0,2,v2.0.0,,,0.6302521008403361,25.9165,-12.7475,0.4680047821852272,0.5793407206632653,ZM,2019,3,train,3cl/v2-0-0/labels/ZM0919332_3226_2019-08.tif,3cl/v2-0-0/images/ZM0919332_2019-08.tif
ZM1558476,3243.0,2,v2.0.0,,,0.7282051282051282,28.5065,-14.3125,9.447452111536078,0.5597696109693877,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1558476_3243_2019-08.tif,3cl/v2-0-0/images/ZM1558476_2019-08.tif
ZM1568914,3244.0,2,v2.0.0,,,0.7282051282051282,29.3765,-14.3375,0.3298376512776453,0.3526985012755102,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1568914_3244_2017-08.tif,3cl/v2-0-0/images/ZM1568914_2017-08.tif
ZM1595639,3247.0,2,v2.0.0,,,0.6302521008403361,31.4515,-14.4025,0.8486277833325431,0.7293128188775511,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1595639_3247_2017-08.tif,3cl/v2-0-0/images/ZM1595639_2017-08.tif
ZM1697577,3251.0,2,v2.0.0,,,0.7282051282051282,29.0015,-14.6675,0.1088755380389466,0.04551977,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1697577_3251_2022-06.tif,3cl/v2-0-0/images/ZM1697577_2022-06.tif
ZM1813609,3260.0,2,v2.0.0,,,0.7282051282051282,25.3965,-15.0025,0.079685264,0.167251276,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1813609_3260_2020-07.tif,3cl/v2-0-0/images/ZM1813609_2020-07.tif
ZM1883203,3261.0,2,v2.0.0,,,0.7282051282051282,27.3265,-15.2125,0.1106000002180654,0.1020208864795918,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1883203_3261_2019-08.tif,3cl/v2-0-0/images/ZM1883203_2019-08.tif
ZM1970310,3263.0,2,v2.0.0,,,0.7282051282051282,28.5015,-15.4725,0.6645459716057898,0.1796476403061224,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1970310_3263_2022-06.tif,3cl/v2-0-0/images/ZM1970310_2022-06.tif
ZM2061067,3269.0,2,v2.0.0,,,0.7282051282051282,27.8415,-15.7575,5.751361909892428,0.9907126913265306,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2061067_3269_2022-06.tif,3cl/v2-0-0/images/ZM2061067_2022-06.tif
ZM2268691,3276.0,2,v2.0.0,,,0.7687224669603524,28.3515,-16.5125,0.3148538710954082,0.080815529,ZM,2021,3,train,3cl/v2-0-0/labels/ZM2268691_3276_2021-06.tif,3cl/v2-0-0/images/ZM2268691_2021-06.tif
ZM2288194,3277.0,2,v2.0.0,,,0.8117408906882592,28.2065,-16.5875,0.5791661809997546,0.5901825573979592,ZM,2021,3,train,3cl/v2-0-0/labels/ZM2288194_3277_2021-06.tif,3cl/v2-0-0/images/ZM2288194_2021-06.tif
ZM2499114,3289.0,2,v2.0.0,,,0.7282051282051282,27.0415,-17.7175,0.3178071277725083,0.1164899553571428,ZM,2017,3,train,3cl/v2-0-0/labels/ZM2499114_3289_2017-08.tif,3cl/v2-0-0/images/ZM2499114_2017-08.tif
ZM0230438,3773.0,2,v2.0.0,,,0.6625,28.7315,-9.9575,1.0141150458289891,0.6205157844387755,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0230438_3773_2022-10.tif,3cl/v2-0-0/images/ZM0230438_2022-10.tif
ZM0256288,3774.0,2,v2.0.0,,,0.6625,30.8865,-10.0925,1.5656028425342052,0.4565728635204081,ZM,2021,3,train,3cl/v2-0-0/labels/ZM0256288_3774_2021-07.tif,3cl/v2-0-0/images/ZM0256288_2021-07.tif
ZM1089366,3784.0,2,v2.0.0,,,0.6625,27.3215,-13.2225,4.494853694181858,0.6854472257653061,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1089366_3784_2019-08.tif,3cl/v2-0-0/images/ZM1089366_2019-08.tif
ZM1335509,3788.0,2,v2.0.0,,,0.6625,32.5915,-13.7975,2.394887225021709,0.7383609693877551,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1335509_3788_2020-07.tif,3cl/v2-0-0/images/ZM1335509_2020-07.tif
ZM1369474,3789.0,2,v2.0.0,0.0,0.0,0.6625,27.9515,-13.8775,4.717735846456504,0.7382015306122449,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1369474_3789_2022-06.tif,3cl/v2-0-0/images/ZM1369474_2022-06.tif
ZM1926654,3815.0,2,v2.0.0,,,0.7282051282051282,28.3315,-15.3425,0.1403841064757074,0.1104711415816326,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1926654_3815_2021-06.tif,3cl/v2-0-0/images/ZM1926654_2021-06.tif
ZM1618776,3797.0,2,v2.0.0,,,0.7282051282051282,28.0565,-14.4625,0.4052326952690865,0.2165975765306122,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1618776_3797_2019-08.tif,3cl/v2-0-0/images/ZM1618776_2019-08.tif
ZM1630638,3799.0,2,v2.0.0,,,0.7282051282051282,28.4165,-14.4925,0.08582461,0.062061543,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1630638_3799_2017-08.tif,3cl/v2-0-0/images/ZM1630638_2017-08.tif
ZM1769628,3808.0,2,v2.0.0,,,0.7687224669603524,24.3665,-14.8725,1.0955377972048823,0.5354751275510204,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1769628_3808_2017-08.tif,3cl/v2-0-0/images/ZM1769628_2017-08.tif
ZM2168648,3822.0,2,v2.0.0,,,0.7687224669603524,27.8015,-16.1425,1.0147410503639036,0.4714405293367347,ZM,2020,3,train,3cl/v2-0-0/labels/ZM2168648_3822_2020-07.tif,3cl/v2-0-0/images/ZM2168648_2020-07.tif
ZM2285312,3825.0,2,v2.0.0,,,0.7687224669603524,26.5115,-16.5775,1.8491326101804444,0.2399752869897959,ZM,2019,3,train,3cl/v2-0-0/labels/ZM2285312_3825_2019-08.tif,3cl/v2-0-0/images/ZM2285312_2019-08.tif
ZM2411413,3828.0,2,v2.0.0,,,0.7687224669603524,25.7415,-17.1475,1.5367042179889148,0.5192323022959183,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2411413_3828_2022-06.tif,3cl/v2-0-0/images/ZM2411413_2022-06.tif
ZM1763229,3807.0,2,v2.0.0,,,0.8117408906882592,26.8015,-14.8525,1.020683512968509,0.3827128507653061,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1763229_3807_2019-08.tif,3cl/v2-0-0/images/ZM1763229_2019-08.tif
ZM0919765,4951.0,2,v2.0.0,,,0.8356164383561644,28.0815,-12.7475,0.2481638756500033,0.1032565369897959,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0919765_4951_2022-06.tif,3cl/v2-0-0/images/ZM0919765_2022-06.tif
ZM1045712,4952.0,2,v2.0.0,,,0.706386293,31.8265,-13.1125,0.0,0.0,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1045712_4952_2022-07.tif,3cl/v2-0-0/images/ZM1045712_2022-07.tif
ZM1166372,4953.0,2,v2.0.0,,,0.706386293,28.6765,-13.4075,1.307133966,0.1673708545918367,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1166372_4953_2019-08.tif,3cl/v2-0-0/images/ZM1166372_2019-08.tif
ZM1198164,4956.0,2,v2.0.0,,,0.706386293,25.7615,-13.4825,0.2590447638880558,0.027104592,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1198164_4956_2019-08.tif,3cl/v2-0-0/images/ZM1198164_2019-08.tif
ZM1167130,4954.0,2,v2.0.0,,,0.825,32.7465,-13.4075,0.8791573894765741,0.258789063,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1167130_4954_2020-07.tif,3cl/v2-0-0/images/ZM1167130_2020-07.tif
ZM1418051,4958.0,2,v2.0.0,,,0.825,28.5815,-13.9875,0.9970593670032796,0.2992067920918367,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1418051_4958_2020-07.tif,3cl/v2-0-0/images/ZM1418051_2020-07.tif
ZM1637096,4962.0,2,v2.0.0,,,0.825,31.4915,-14.5075,1.0142592782883602,0.3099290497448979,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1637096_4962_2022-09.tif,3cl/v2-0-0/images/ZM1637096_2022-09.tif
ZM1615561,4961.0,2,v2.0.0,,,0.706386293,31.7215,-14.4525,3.8615994006657473,0.8016980229591837,ZM,2018,3,train,3cl/v2-0-0/labels/ZM1615561_4961_2018-08.tif,3cl/v2-0-0/images/ZM1615561_2018-08.tif
ZM1587583,4960.0,2,v2.0.0,,,0.8356164383561644,31.3965,-14.3825,0.839997864,0.4599808673469387,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1587583_4960_2020-09.tif,3cl/v2-0-0/images/ZM1587583_2020-09.tif
ZM1743619,4968.0,2,v2.0.0,,,0.706386293,24.5415,-14.7975,0.4106268000902547,0.086017219,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1743619_4968_2020-07.tif,3cl/v2-0-0/images/ZM1743619_2020-07.tif
ZM1764948,4969.0,2,v2.0.0,,,0.825,26.7715,-14.8575,1.503114806897628,0.4355668048469387,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1764948_4969_2019-08.tif,3cl/v2-0-0/images/ZM1764948_2019-08.tif
ZM1803690,4970.0,2,v2.0.0,,,0.706386293,25.4565,-14.9725,2.5046147793865297,0.084502551,ZM,2020,3,train,3cl/v2-0-0/labels/ZM1803690_4970_2020-07.tif,3cl/v2-0-0/images/ZM1803690_2020-07.tif
ZM2244453,4972.0,2,v2.0.0,,,0.825,27.4265,-16.4225,1.5854499306215906,0.035315689,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2244453_4972_2022-06.tif,3cl/v2-0-0/images/ZM2244453_2022-06.tif
ZM2276190,4974.0,2,v2.0.0,,,0.825,26.3065,-16.5425,2.4570584226878323,0.5121372767857143,ZM,2020,3,train,3cl/v2-0-0/labels/ZM2276190_4974_2020-07.tif,3cl/v2-0-0/images/ZM2276190_2020-07.tif
ZM2438955,4976.0,2,v2.0.0,,,0.8356164383561644,25.7115,-17.2925,0.0,0.0,ZM,2022,3,train,3cl/v2-0-0/labels/ZM2438955_4976_2022-06.tif,3cl/v2-0-0/images/ZM2438955_2022-06.tif
ZM2486380,4977.0,2,v2.0.0,,,0.8356164383561644,27.1165,-17.5775,1.513966852,0.2172552614795918,ZM,2019,3,train,3cl/v2-0-0/labels/ZM2486380_4977_2019-08.tif,3cl/v2-0-0/images/ZM2486380_2019-08.tif
ZM1425384,4959.0,2,v2.0.0,,,0.7282051282051282,31.8465,-14.0025,0.3070648876039435,0.583625638,ZM,2018,3,train,3cl/v2-0-0/labels/ZM1425384_4959_2018-02.tif,3cl/v2-0-0/images/ZM1425384_2018-02.tif
ZM2256480,4973.0,2,v2.0.0,,,0.706386293,27.3465,-16.4675,1.718025609196823,0.6687659438775511,ZM,2018,3,train,3cl/v2-0-0/labels/ZM2256480_4973_2018-08.tif,3cl/v2-0-0/images/ZM2256480_2018-08.tif
ZM0175615,6032.0,2,v2.0.0,,,0.8117408906882592,29.4715,-9.6625,0.3361329323780272,0.6928810586734694,ZM,2021,3,train,3cl/v2-0-0/labels/ZM0175615_6032_2021-10.tif,3cl/v2-0-0/images/ZM0175615_2021-10.tif
ZM0656826,6033.0,2,v2.0.0,,,0.8356164383561644,28.7015,-11.9175,0.3911632336754539,0.2210419323979592,ZM,2021,3,train,3cl/v2-0-0/labels/ZM0656826_6033_2021-06.tif,3cl/v2-0-0/images/ZM0656826_2021-06.tif
ZM0841628,6036.0,2,v2.0.0,,,0.706386293,32.8715,-12.4975,1.9467822341121888,0.8034319196428571,ZM,2022,3,train,3cl/v2-0-0/labels/ZM0841628_6036_2022-09.tif,3cl/v2-0-0/images/ZM0841628_2022-09.tif
ZM1067993,6039.0,2,v2.0.0,,,0.8117408906882592,32.7515,-13.1675,0.8612908752237356,0.6781329719387755,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1067993_6039_2021-07.tif,3cl/v2-0-0/images/ZM1067993_2021-07.tif
ZM1318210,6043.0,2,v2.0.0,,,0.8356164383561644,32.5565,-13.7575,8.381941839548666,0.5243542729591837,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1318210_6043_2022-07.tif,3cl/v2-0-0/images/ZM1318210_2022-07.tif
ZM1219071,6040.0,2,v2.0.0,,,0.825,32.6765,-13.5275,0.5437715852550808,0.4369618941326531,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1219071_6040_2022-07.tif,3cl/v2-0-0/images/ZM1219071_2022-07.tif
ZM0856175,6038.0,2,v2.0.0,,,0.706386293,32.9615,-12.5425,1.6087809656436187,0.8013592155612245,ZM,2018,3,train,3cl/v2-0-0/labels/ZM0856175_6038_2018-08.tif,3cl/v2-0-0/images/ZM0856175_2018-08.tif
ZM1401189,6044.0,2,v2.0.0,,,0.8356164383561644,33.1715,-13.9475,0.3504561002045506,0.09115912,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1401189_6044_2017-08.tif,3cl/v2-0-0/images/ZM1401189_2017-08.tif
ZM1469535,6047.0,2,v2.0.0,,,0.825,31.2665,-14.1025,0.4829500132325034,0.1293845663265306,ZM,2019,3,train,3cl/v2-0-0/labels/ZM1469535_6047_2019-02.tif,3cl/v2-0-0/images/ZM1469535_2019-02.tif
ZM1471994,6048.0,2,v2.0.0,,,0.8356164383561644,32.6165,-14.1075,0.6474216427822667,0.4436184630102041,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1471994_6048_2022-09.tif,3cl/v2-0-0/images/ZM1471994_2022-09.tif
ZM1691093,6051.0,2,v2.0.0,,,0.825,24.4715,-14.6525,0.9682300133454788,0.1873007015306122,ZM,2017,3,train,3cl/v2-0-0/labels/ZM1691093_6051_2017-08.tif,3cl/v2-0-0/images/ZM1691093_2017-08.tif
ZM1729485,6054.0,2,v2.0.0,,,0.825,24.6865,-14.7575,1.3152404362463634,0.1129623724489796,ZM,2021,3,train,3cl/v2-0-0/labels/ZM1729485_6054_2021-06.tif,3cl/v2-0-0/images/ZM1729485_2021-06.tif
ZM1855578,6057.0,2,v2.0.0,,,0.8356164383561644,29.4815,-15.1275,1.0731759413027715,0.1947544642857142,ZM,2022,3,train,3cl/v2-0-0/labels/ZM1855578_6057_2022-09.tif,3cl/v2-0-0/images/ZM1855578_2022-09.tif
ZM2023793,6059.0,2,v2.0.0,,,0.825,28.2965,-15.6325,1.0099395181995696,0.6020009566326531,ZM,2021,3,train,3cl/v2-0-0/labels/ZM2023793_6059_2021-06.tif,3cl/v2-0-0/images/ZM2023793_2021-06.tif
